tf-idf,len,ner-total,postag-total,postag-N,postag-V,postag-A,topic_word_count,label
0.19044191854403958,1.6094379124341003,0.0,3.0,1.0,2.0,0.0,3.0,0.8
0.2748723922836669,3.367295829986474,2.0,20.0,8.0,12.0,0.0,11.0,0.16666666666666666
0.2745979166506186,2.772588722239781,1.0,7.0,3.0,4.0,0.0,7.0,0.3076923076923077
0.30336329280965674,2.4849066497880004,1.0,5.0,2.0,3.0,0.0,3.0,0.4166666666666667
0.29583828586171695,3.258096538021482,0.0,15.0,7.0,7.0,1.0,6.0,0.2692307692307692
0.224653086723069,2.3978952727983707,0.0,8.0,4.0,4.0,0.0,4.0,0.9
0.28649334651310754,2.6390573296152584,0.0,9.0,1.0,5.0,3.0,1.0,0.23076923076923078
0.2958582531616821,2.9444389791664403,1.0,13.0,5.0,4.0,4.0,7.0,0.15789473684210525
0.299769933461833,2.5649493574615367,1.0,10.0,3.0,4.0,3.0,1.0,0.15384615384615385
0.28514834338248624,2.9444389791664403,0.0,12.0,5.0,5.0,2.0,4.0,0.3684210526315789
0.2968802397045489,2.995732273553991,0.0,14.0,4.0,10.0,0.0,8.0,0.9444444444444444
0.29832644826639776,2.9444389791664403,0.0,11.0,6.0,5.0,0.0,7.0,0.3684210526315789
0.2894562522408338,2.6390573296152584,0.0,9.0,4.0,4.0,1.0,6.0,0.42857142857142855
0.19264254218022547,2.5649493574615367,1.0,10.0,3.0,6.0,1.0,4.0,0.36363636363636365
0.2590011538839191,3.091042453358316,0.0,12.0,4.0,7.0,1.0,11.0,0.3888888888888889
0.26621335458190687,2.995732273553991,1.0,13.0,5.0,6.0,2.0,5.0,0.2631578947368421
0.286779090708654,3.6109179126442243,0.0,23.0,5.0,13.0,5.0,13.0,0.2727272727272727
0.2805718984604683,2.772588722239781,0.0,12.0,4.0,7.0,1.0,4.0,0.5
0.2731808655668468,3.4011973816621555,0.0,23.0,10.0,9.0,4.0,14.0,0.375
0.2849165935331417,2.9444389791664403,2.0,6.0,4.0,1.0,1.0,6.0,0.2631578947368421
0.2825438852208532,3.4011973816621555,1.0,18.0,10.0,7.0,1.0,11.0,0.3448275862068966
0.2558176110216493,3.4657359027997265,1.0,23.0,12.0,7.0,4.0,16.0,0.5357142857142857
0.25344985867210357,4.04305126783455,0.0,34.0,16.0,14.0,4.0,22.0,0.35555555555555557
0.30316129121458174,2.9444389791664403,0.0,11.0,8.0,3.0,0.0,9.0,0.2777777777777778
0.27135290165363996,3.332204510175204,0.0,19.0,7.0,10.0,2.0,15.0,0.4
0.2900809012039132,2.995732273553991,1.0,14.0,8.0,4.0,2.0,8.0,0.29411764705882354
0.2609738788481456,3.4011973816621555,0.0,19.0,11.0,5.0,3.0,12.0,0.2692307692307692
0.28507684110191855,3.258096538021482,0.0,19.0,7.0,8.0,4.0,13.0,0.3181818181818182
0.2951148869035939,2.8903717578961645,0.0,10.0,5.0,5.0,0.0,5.0,0.25
0.2973430860018119,2.8903717578961645,1.0,12.0,7.0,5.0,0.0,9.0,0.2777777777777778
0.2752773744247249,3.1354942159291497,0.0,18.0,7.0,9.0,2.0,9.0,0.47058823529411764
0.3014051509918109,2.6390573296152584,2.0,7.0,2.0,5.0,0.0,4.0,0.7142857142857143
0.2627755488798561,3.6888794541139363,1.0,27.0,9.0,16.0,2.0,17.0,0.4473684210526316
0.2397516196720046,2.4849066497880004,0.0,9.0,5.0,4.0,0.0,5.0,0.5
0.27246117354262345,3.8918202981106265,1.0,34.0,15.0,17.0,2.0,22.0,0.28205128205128205
0.28878954584139227,3.1354942159291497,0.0,17.0,10.0,7.0,0.0,14.0,0.2727272727272727
0.2791348043027052,3.5553480614894135,0.0,23.0,10.0,12.0,1.0,17.0,0.27586206896551724
0.28019035641513257,3.4011973816621555,1.0,21.0,8.0,11.0,2.0,16.0,0.36
0.30016830074952,2.833213344056216,1.0,9.0,3.0,5.0,1.0,7.0,0.35294117647058826
0.27261162625543445,3.295836866004329,1.0,20.0,8.0,9.0,3.0,15.0,0.5238095238095238
0.259000954032558,3.2188758248682006,0.0,15.0,6.0,9.0,0.0,10.0,0.36363636363636365
0.29647208626935634,2.8903717578961645,0.0,11.0,4.0,5.0,2.0,6.0,0.29411764705882354
0.2730506125846656,2.70805020110221,2.0,9.0,4.0,5.0,0.0,5.0,0.26666666666666666
0.28654476305718835,3.1780538303479458,0.0,18.0,8.0,9.0,1.0,10.0,0.36363636363636365
0.1,1.0986122886681098,0.0,2.0,1.0,1.0,0.0,1.0,0.3333333333333333
0.22788387668454577,2.1972245773362196,1.0,6.0,3.0,3.0,0.0,4.0,0.3333333333333333
0.25908051176886937,3.871201010907891,0.0,33.0,11.0,18.0,4.0,18.0,0.23684210526315788
0.27024724936600114,3.58351893845611,1.0,24.0,12.0,9.0,3.0,12.0,0.2903225806451613
0.26781739261299176,3.9318256327243257,0.0,31.0,12.0,19.0,0.0,17.0,0.25
0.28642151886040257,3.1780538303479458,0.0,16.0,5.0,10.0,1.0,10.0,0.3181818181818182
0.25259303520366766,3.2188758248682006,1.0,15.0,5.0,9.0,1.0,14.0,0.35
0.21970408428075072,1.6094379124341003,2.0,2.0,1.0,1.0,0.0,2.0,0.4
0.21690747470212296,2.4849066497880004,0.0,10.0,5.0,4.0,1.0,7.0,0.5555555555555556
0.3019904386383402,2.6390573296152584,2.0,8.0,5.0,3.0,0.0,7.0,0.42857142857142855
0.19229432671436347,2.1972245773362196,0.0,8.0,5.0,3.0,0.0,6.0,0.5714285714285714
0.26179057795171756,2.995732273553991,0.0,15.0,7.0,7.0,1.0,8.0,0.21428571428571427
0.2436714729244093,2.9444389791664403,1.0,14.0,7.0,6.0,1.0,8.0,0.2777777777777778
0.2657410787605613,3.6109179126442243,0.0,28.0,14.0,11.0,3.0,10.0,0.14814814814814814
0.26780767725104676,3.5263605246161616,1.0,25.0,13.0,9.0,3.0,19.0,0.35714285714285715
0.2685049940516343,3.5553480614894135,0.0,26.0,12.0,11.0,3.0,19.0,0.2903225806451613
0.23861600734164842,3.5263605246161616,1.0,20.0,9.0,10.0,1.0,18.0,0.36
0.2564362143641469,2.995732273553991,1.0,11.0,3.0,8.0,0.0,12.0,0.3333333333333333
0.2710711967586826,2.3978952727983707,1.0,6.0,2.0,1.0,3.0,1.0,0.36363636363636365
0.24418234642252568,2.3978952727983707,2.0,5.0,2.0,2.0,1.0,3.0,0.4
0.25227040730608447,2.8903717578961645,0.0,9.0,6.0,3.0,0.0,6.0,0.5294117647058824
0.26999080155015615,3.1780538303479458,0.0,17.0,8.0,5.0,4.0,8.0,0.4090909090909091
0.26088777855719025,2.70805020110221,2.0,9.0,3.0,3.0,3.0,4.0,0.38461538461538464
0.23921930049239154,3.5553480614894135,2.0,18.0,8.0,9.0,1.0,15.0,0.2692307692307692
0.2962912282838354,3.091042453358316,2.0,13.0,5.0,6.0,2.0,11.0,0.14285714285714285
0.297489376905855,3.2188758248682006,0.0,13.0,6.0,6.0,1.0,9.0,0.22727272727272727
0.2793622115652766,3.332204510175204,0.0,22.0,8.0,12.0,2.0,15.0,0.8148148148148148
0.23599417218176688,3.8501476017100584,4.0,24.0,15.0,8.0,1.0,22.0,0.3953488372093023
0.2987312493015893,2.6390573296152584,0.0,10.0,4.0,6.0,0.0,9.0,0.2857142857142857
0.2651691604344019,3.367295829986474,1.0,20.0,13.0,7.0,0.0,16.0,0.2857142857142857
0.28131067885082833,3.4339872044851463,0.0,20.0,7.0,12.0,1.0,15.0,0.3076923076923077
0.28175066284371797,3.1354942159291497,0.0,17.0,8.0,9.0,0.0,9.0,0.2727272727272727
0.27509917611790324,3.713572066704308,0.0,30.0,17.0,12.0,1.0,30.0,0.30303030303030304
0.29660806323134625,2.995732273553991,0.0,15.0,7.0,5.0,3.0,10.0,0.47368421052631576
0.27776339331741173,3.258096538021482,0.0,19.0,10.0,9.0,0.0,18.0,0.16666666666666666
0.27294390783061345,3.258096538021482,2.0,17.0,8.0,9.0,0.0,12.0,0.16666666666666666
0.28764358660487754,2.8903717578961645,4.0,11.0,6.0,5.0,0.0,7.0,0.3333333333333333
0.2966190390363316,3.1354942159291497,0.0,15.0,6.0,9.0,0.0,9.0,0.23809523809523808
0.27386873032168196,3.1780538303479458,0.0,17.0,9.0,7.0,1.0,8.0,0.38095238095238093
0.27011963032188013,3.1780538303479458,1.0,17.0,7.0,7.0,3.0,9.0,0.3181818181818182
0.2578102360407872,3.970291913552122,2.0,35.0,13.0,19.0,3.0,25.0,0.3170731707317073
0.24182433882529134,2.5649493574615367,0.0,5.0,1.0,4.0,0.0,4.0,0.3076923076923077
0.2906278395217813,3.5553480614894135,1.0,21.0,11.0,8.0,2.0,16.0,0.34615384615384615
0.28864323198894404,3.044522437723423,2.0,11.0,6.0,5.0,0.0,8.0,0.47619047619047616
0.289824094485785,3.044522437723423,2.0,13.0,7.0,5.0,1.0,9.0,0.4
0.2568258621537006,3.4657359027997265,1.0,21.0,10.0,7.0,4.0,15.0,0.5357142857142857
0.24177154281053354,4.219507705176107,1.0,54.0,29.0,21.0,4.0,28.0,0.2682926829268293
0.2883313266607929,2.995732273553991,4.0,11.0,6.0,5.0,0.0,6.0,0.3333333333333333
0.26883884734378655,2.6390573296152584,1.0,11.0,2.0,8.0,1.0,5.0,0.42857142857142855
0.24400893191119583,3.091042453358316,0.0,15.0,4.0,6.0,5.0,6.0,0.5294117647058824
0.2905513859544844,3.4965075614664802,0.0,23.0,8.0,12.0,3.0,10.0,0.25
0.1966319047361215,2.0794415416798357,1.0,5.0,3.0,2.0,0.0,4.0,0.125
0.28241804094615885,3.091042453358316,0.0,14.0,7.0,7.0,0.0,6.0,0.38095238095238093
0.2693211358662156,3.4339872044851463,3.0,18.0,6.0,11.0,1.0,10.0,0.4838709677419355
0.2827091436309197,3.1780538303479458,0.0,18.0,5.0,12.0,1.0,15.0,0.43478260869565216
0.28579454470755666,3.367295829986474,1.0,20.0,8.0,10.0,2.0,16.0,0.32
0.30016830074952,2.833213344056216,1.0,9.0,3.0,5.0,1.0,7.0,0.35294117647058826
0.25213343331746024,3.9512437185814275,1.0,35.0,13.0,19.0,3.0,25.0,0.38461538461538464
0.17158892543551793,1.3862943611198906,1.0,1.0,0.0,1.0,0.0,2.0,0.75
0.26008683169900537,3.5263605246161616,3.0,21.0,10.0,8.0,3.0,8.0,0.1875
0.3017104056983606,2.995732273553991,0.0,12.0,5.0,6.0,1.0,8.0,0.5263157894736842
0.27494243538928326,3.258096538021482,3.0,14.0,6.0,6.0,2.0,10.0,0.3333333333333333
0.2706748984701476,3.295836866004329,2.0,15.0,8.0,6.0,1.0,13.0,0.56
0.25274635482095,3.8501476017100584,1.0,33.0,17.0,16.0,0.0,29.0,0.35714285714285715
0.28131067885082833,3.332204510175204,0.0,20.0,7.0,12.0,1.0,14.0,0.34782608695652173
0.28175066284371797,3.1354942159291497,0.0,17.0,8.0,9.0,0.0,9.0,0.2727272727272727
0.2682803207135847,3.6109179126442243,0.0,25.0,14.0,11.0,0.0,19.0,0.18181818181818182
0.28341070610223057,2.995732273553991,0.0,18.0,8.0,8.0,2.0,12.0,0.3684210526315789
0.2911159131700863,2.70805020110221,0.0,10.0,5.0,5.0,0.0,7.0,0.2
0.2883415483165045,2.5649493574615367,2.0,9.0,4.0,5.0,0.0,3.0,0.15384615384615385
0.28655553933385697,3.091042453358316,1.0,14.0,10.0,4.0,0.0,15.0,0.21052631578947367
0.29204769550712784,2.9444389791664403,3.0,13.0,7.0,5.0,1.0,10.0,0.17647058823529413
0.27779057985897765,3.1780538303479458,0.0,19.0,8.0,10.0,1.0,12.0,0.25
0.2683031424695831,3.295836866004329,0.0,22.0,11.0,11.0,0.0,16.0,0.2692307692307692
0.2839567976956063,3.091042453358316,1.0,14.0,7.0,6.0,1.0,9.0,0.3181818181818182
0.2570786263286486,3.091042453358316,2.0,16.0,8.0,6.0,2.0,12.0,0.2
0.1958570031838875,1.791759469228055,1.0,3.0,3.0,0.0,0.0,4.0,0.16666666666666666
0.27537452444062577,2.9444389791664403,0.0,15.0,8.0,7.0,0.0,14.0,0.23529411764705882
0.2742019821437375,2.6390573296152584,1.0,9.0,5.0,4.0,0.0,10.0,0.2857142857142857
0.29794191802996683,2.70805020110221,1.0,9.0,7.0,2.0,0.0,9.0,0.0
0.2879857597033972,2.772588722239781,0.0,12.0,6.0,4.0,2.0,11.0,0.2857142857142857
0.29660806323134625,2.995732273553991,0.0,15.0,7.0,5.0,3.0,10.0,0.47368421052631576
0.27741477134719456,3.1780538303479458,0.0,18.0,9.0,9.0,0.0,18.0,0.13636363636363635
0.27294390783061345,3.295836866004329,1.0,20.0,11.0,9.0,0.0,14.0,0.16666666666666666
0.19646438624136295,1.791759469228055,1.0,4.0,3.0,1.0,0.0,3.0,0.8333333333333334
0.2655609873168285,2.3978952727983707,2.0,8.0,3.0,5.0,0.0,2.0,0.36363636363636365
0.2762346960594656,3.044522437723423,1.0,13.0,4.0,5.0,4.0,5.0,0.35
0.19922729045695395,1.9459101490553132,0.0,6.0,4.0,2.0,0.0,5.0,0.42857142857142855
0.2422720366655109,2.833213344056216,2.0,12.0,4.0,8.0,0.0,8.0,0.4
0.21985306899123708,2.3978952727983707,0.0,7.0,5.0,2.0,0.0,5.0,0.3
0.27637308091246554,3.1354942159291497,3.0,15.0,8.0,7.0,0.0,6.0,0.23809523809523808
0.23219431370743004,2.1972245773362196,0.0,6.0,3.0,3.0,0.0,4.0,0.6666666666666666
0.2852883475312197,3.58351893845611,0.0,21.0,7.0,13.0,1.0,13.0,0.3103448275862069
0.2692839451443362,3.044522437723423,0.0,11.0,5.0,5.0,1.0,8.0,0.29411764705882354
0.2225122604938216,2.0794415416798357,0.0,6.0,4.0,2.0,0.0,4.0,0.375
0.2981969793018922,2.995732273553991,1.0,14.0,8.0,5.0,1.0,7.0,0.4
0.2050577917362404,2.3978952727983707,0.0,7.0,4.0,3.0,0.0,3.0,0.2727272727272727
0.26227526770314347,3.4339872044851463,1.0,20.0,10.0,6.0,4.0,15.0,0.5185185185185185
0.2574386266880509,2.8903717578961645,0.0,12.0,6.0,5.0,1.0,6.0,0.5
0.2938829323043214,3.5263605246161616,1.0,19.0,8.0,8.0,3.0,13.0,0.4
0.2929129847757126,2.772588722239781,0.0,9.0,6.0,3.0,0.0,7.0,0.25
0.2706390790116026,3.332204510175204,0.0,19.0,7.0,10.0,2.0,15.0,0.4
0.2900809012039132,2.995732273553991,1.0,15.0,9.0,4.0,2.0,9.0,0.29411764705882354
0.2609738788481456,3.4011973816621555,0.0,19.0,11.0,5.0,3.0,12.0,0.2692307692307692
0.28507684110191855,3.258096538021482,0.0,19.0,7.0,8.0,4.0,13.0,0.3181818181818182
0.29174674362371816,2.8903717578961645,0.0,8.0,4.0,4.0,0.0,6.0,0.29411764705882354
0.2971833201792655,2.995732273553991,1.0,13.0,8.0,5.0,0.0,10.0,0.2631578947368421
0.2752773744247249,3.1354942159291497,0.0,18.0,7.0,9.0,2.0,9.0,0.47058823529411764
0.24706531343733987,3.6375861597263857,1.0,28.0,13.0,15.0,0.0,15.0,0.25
0.3013739096805733,3.044522437723423,0.0,17.0,6.0,9.0,2.0,9.0,0.42857142857142855
0.239801337037638,2.302585092994046,1.0,6.0,4.0,1.0,1.0,3.0,0.0
0.28567856464690766,3.4339872044851463,4.0,19.0,11.0,4.0,4.0,10.0,0.03333333333333333
0.29217795464933494,2.70805020110221,1.0,11.0,6.0,5.0,0.0,6.0,0.26666666666666666
0.3070804642077113,2.995732273553991,0.0,13.0,10.0,0.0,3.0,11.0,0.2
0.2793163184431308,2.8903717578961645,2.0,9.0,5.0,1.0,3.0,5.0,0.2777777777777778
0.28318035998910657,3.2188758248682006,2.0,18.0,6.0,8.0,4.0,11.0,0.18181818181818182
0.2697697773596127,2.4849066497880004,0.0,8.0,6.0,2.0,0.0,1.0,0.25
0.2823968683798166,3.4339872044851463,4.0,15.0,5.0,7.0,3.0,8.0,0.1
0.29086170314096116,2.8903717578961645,2.0,8.0,3.0,4.0,1.0,4.0,0.2777777777777778
0.28160570829571846,2.833213344056216,3.0,12.0,4.0,5.0,3.0,4.0,0.11764705882352941
0.308698729598993,2.6390573296152584,3.0,8.0,5.0,2.0,1.0,4.0,0.23076923076923078
0.21741646900799266,1.9459101490553132,0.0,5.0,1.0,1.0,3.0,2.0,0.42857142857142855
0.26670760154122997,2.4849066497880004,1.0,7.0,2.0,3.0,2.0,2.0,0.25
0.2647794877981665,3.4339872044851463,1.0,21.0,10.0,10.0,1.0,8.0,0.1935483870967742
0.2752561539283248,2.70805020110221,1.0,10.0,5.0,3.0,2.0,5.0,1.0
0.29961638990219824,2.8903717578961645,1.0,11.0,7.0,4.0,0.0,4.0,0.3333333333333333
0.2921402589328816,3.091042453358316,3.0,11.0,5.0,4.0,2.0,6.0,0.3181818181818182
0.29503398604579184,2.995732273553991,4.0,9.0,4.0,4.0,1.0,6.0,0.2631578947368421
0.2795181591717384,3.1354942159291497,2.0,14.0,6.0,6.0,2.0,7.0,0.22727272727272727
0.20965020835174522,2.0794415416798357,0.0,3.0,1.0,2.0,0.0,1.0,0.25
0.27870212671844796,3.4657359027997265,2.0,20.0,10.0,8.0,2.0,10.0,0.16666666666666666
0.2677654908434353,2.8903717578961645,1.0,11.0,4.0,7.0,0.0,5.0,0.29411764705882354
0.23800848867404367,1.9459101490553132,1.0,5.0,4.0,0.0,1.0,3.0,0.7142857142857143
0.2961881054013464,2.995732273553991,0.0,13.0,9.0,4.0,0.0,4.0,0.65
0.30380011717981387,3.332204510175204,0.0,13.0,3.0,8.0,2.0,7.0,0.1111111111111111
0.2748801265408448,2.995732273553991,0.0,14.0,6.0,5.0,3.0,8.0,0.47368421052631576
0.23462146900668954,2.5649493574615367,1.0,6.0,2.0,2.0,2.0,4.0,0.16666666666666666
0.28984743746764213,3.2188758248682006,0.0,14.0,8.0,6.0,0.0,8.0,0.28
0.2998052246560749,2.8903717578961645,2.0,14.0,8.0,6.0,0.0,5.0,0.3888888888888889
0.23266434144584122,2.6390573296152584,1.0,8.0,5.0,2.0,1.0,2.0,0.35714285714285715
0.24870337746171606,2.6390573296152584,1.0,7.0,5.0,2.0,0.0,4.0,0.2857142857142857
0.2773086837375368,3.258096538021482,1.0,16.0,7.0,6.0,3.0,5.0,0.11538461538461539
0.2156320275721105,2.1972245773362196,0.0,7.0,2.0,4.0,1.0,2.0,0.3333333333333333
0.2507436593903726,4.110873864173311,5.0,37.0,19.0,15.0,3.0,21.0,0.23404255319148937
0.30814645006499874,3.1780538303479458,3.0,13.0,6.0,6.0,1.0,3.0,0.3181818181818182
0.26735688217729103,2.833213344056216,1.0,12.0,6.0,4.0,2.0,6.0,0.35294117647058826
0.3010634383443652,2.9444389791664403,1.0,13.0,6.0,5.0,2.0,8.0,0.3157894736842105
0.254970360530235,2.772588722239781,1.0,10.0,6.0,4.0,0.0,4.0,0.375
0.3001831399946394,2.9444389791664403,2.0,12.0,6.0,5.0,1.0,5.0,0.15789473684210525
0.27219248073494073,3.5553480614894135,3.0,17.0,9.0,7.0,1.0,2.0,0.125
0.18223229067371366,2.0794415416798357,0.0,4.0,1.0,2.0,1.0,0.0,0.25
0.3049359102333341,2.70805020110221,3.0,11.0,5.0,5.0,1.0,4.0,0.2
0.2937158359583364,2.8903717578961645,3.0,4.0,3.0,1.0,0.0,2.0,0.2222222222222222
0.2874230562713402,3.2188758248682006,2.0,10.0,6.0,4.0,0.0,5.0,0.17391304347826086
0.24095091164358945,2.302585092994046,0.0,7.0,3.0,4.0,0.0,1.0,0.2222222222222222
0.1414213562373095,1.3862943611198906,1.0,2.0,1.0,1.0,0.0,0.0,0.25
0.1875045171929325,1.9459101490553132,1.0,5.0,2.0,1.0,2.0,2.0,0.0
0.19957469030682384,1.6094379124341003,2.0,2.0,1.0,1.0,0.0,1.0,0.2
0.2821865612176142,3.6109179126442243,4.0,15.0,7.0,5.0,3.0,10.0,0.18181818181818182
0.2885818156027453,2.995732273553991,4.0,12.0,8.0,4.0,0.0,5.0,0.25
0.2824263688820269,3.332204510175204,2.0,21.0,11.0,9.0,1.0,11.0,0.12
0.22937788609880613,2.5649493574615367,1.0,9.0,5.0,3.0,1.0,3.0,0.07692307692307693
0.1277657948262948,0.6931471805599453,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.27655468837296404,2.995732273553991,3.0,13.0,8.0,2.0,3.0,7.0,0.2631578947368421
0.2527308569300154,2.772588722239781,2.0,7.0,4.0,2.0,1.0,3.0,0.25
0.29081387080143095,2.772588722239781,3.0,8.0,4.0,2.0,2.0,3.0,0.1875
0.2928733978014418,2.9444389791664403,1.0,11.0,6.0,3.0,2.0,4.0,0.21052631578947367
0.27345359918575485,2.4849066497880004,1.0,9.0,4.0,5.0,0.0,4.0,0.08333333333333333
0.265502575152793,3.4011973816621555,3.0,16.0,8.0,4.0,4.0,10.0,0.16666666666666666
0.26472980563581927,3.6888794541139363,1.0,27.0,19.0,4.0,4.0,11.0,0.225
0.2327372053468538,2.1972245773362196,1.0,6.0,1.0,1.0,4.0,4.0,0.1111111111111111
0.2953285047096484,3.2188758248682006,1.0,17.0,7.0,9.0,1.0,8.0,0.4782608695652174
0.15762059655816854,1.6094379124341003,0.0,4.0,3.0,1.0,0.0,2.0,0.6
0.23432468439812926,2.1972245773362196,1.0,5.0,3.0,1.0,1.0,2.0,0.2222222222222222
0.273828217658047,3.6109179126442243,3.0,24.0,14.0,7.0,3.0,5.0,0.19444444444444445
0.272467435787696,3.4965075614664802,1.0,25.0,12.0,11.0,2.0,7.0,0.1935483870967742
0.29094325586356,2.70805020110221,0.0,10.0,5.0,3.0,2.0,2.0,0.35714285714285715
0.26122727812307367,2.302585092994046,0.0,6.0,3.0,2.0,1.0,2.0,0.3
0.28868090146688513,3.1780538303479458,2.0,10.0,6.0,3.0,1.0,3.0,0.20833333333333334
0.28271330838477526,2.9444389791664403,2.0,12.0,6.0,4.0,2.0,4.0,0.05263157894736842
0.2466742946269454,2.833213344056216,2.0,8.0,4.0,4.0,0.0,7.0,0.375
0.29134614536241416,2.995732273553991,0.0,12.0,6.0,5.0,1.0,6.0,0.4
0.2480980826623715,2.772588722239781,0.0,11.0,6.0,5.0,0.0,2.0,0.4375
0.27701824736361275,3.332204510175204,0.0,22.0,10.0,8.0,4.0,8.0,0.21428571428571427
0.21019018028111755,1.9459101490553132,0.0,5.0,2.0,2.0,1.0,2.0,0.14285714285714285
0.2744590619527988,3.4339872044851463,3.0,18.0,10.0,6.0,2.0,8.0,0.25806451612903225
0.2500751540155682,2.6390573296152584,1.0,6.0,2.0,3.0,1.0,4.0,0.42857142857142855
0.298928885737388,3.332204510175204,1.0,17.0,10.0,5.0,2.0,6.0,0.15384615384615385
0.1,1.0986122886681098,0.0,3.0,2.0,0.0,1.0,1.0,0.3333333333333333
0.3101545203583331,3.1780538303479458,1.0,16.0,8.0,4.0,4.0,8.0,0.30434782608695654
0.3053432118619044,2.833213344056216,2.0,12.0,5.0,5.0,2.0,3.0,0.3125
0.2614108287977503,2.833213344056216,2.0,10.0,4.0,4.0,2.0,4.0,0.25
0.29833414205547765,2.8903717578961645,0.0,13.0,7.0,4.0,2.0,5.0,0.2222222222222222
0.30011398625322666,3.295836866004329,3.0,15.0,7.0,6.0,2.0,5.0,0.2962962962962963
0.26644902542414595,3.6888794541139363,4.0,27.0,12.0,10.0,5.0,12.0,0.275
0.25362794671176386,3.2188758248682006,0.0,15.0,6.0,6.0,3.0,11.0,0.2727272727272727
0.2454891686511583,2.1972245773362196,2.0,5.0,1.0,2.0,2.0,2.0,0.1111111111111111
0.2962165632287785,3.258096538021482,1.0,18.0,8.0,7.0,3.0,6.0,0.07692307692307693
0.28688085114581474,3.091042453358316,1.0,16.0,8.0,8.0,0.0,4.0,0.15
0.3011417395790324,2.772588722239781,1.0,11.0,3.0,6.0,2.0,2.0,0.0
0.19303817066107767,2.1972245773362196,1.0,4.0,1.0,3.0,0.0,1.0,0.3333333333333333
