cluster_id,score,summary
20,"[1.15614715 0.74623436 1.03643453 1.50292075 1.13797538 0.54681827
 0.53872887 0.9767386  1.31965385 1.25515267 1.13785031 0.38617637
 0.76098117 1.23751912 1.2606686 ]",Theo lãnh_đạo Phòng CSĐT tội_phạm về ma_túy Công_an tỉnh Quảng_Nam trước tình_hình tội_phạm về ma_túy trên địa_bàn tỉnh có chiều_hướng phức_tạp nhiều người có xu_hướng lợi_dụng các cơ_sở kinh_doanh có điều_kiện như karaoke khách_sạn nhà_nghỉ để tổ_chức sử_dụng trái_phép chất ma_túy.Theo Công_an tỉnh Quảng_Nam thời_gian gần đây tình_hình tội_phạm về ma_túy trên địa_bàn tỉnh có chiều_hướng phức_tạp nhiều đối_tượng có xu_hướng lợi_dụng các cơ_sở kinh_doanh có điều_kiện như karaoke khách_sạn nhà_nghỉ để tổ_chức sử_dụng trái_phép chất ma_túy
21,"[0.75393433 1.05119991 1.04752241 1.00097324 0.72087594 1.51900381
 1.19903529 1.35913645 0.76732139 1.23995126 1.34869795 0.76147193
 1.35551432 0.70744503 0.78587877 0.9018415  1.06329479 0.75289592
 1.20768953 1.62717126 0.91585841 1.34657985 0.97109499 1.32512453
 1.00698441 0.60252159 1.16372701 0.95233077 0.98408465 0.93214603
 1.06019062 0.97509758 1.16678847 0.95078807 0.50856659 0.33952465
 0.84045101 0.83431213 0.5770372  0.98703827 1.14958338 1.21819051
 1.03495936 1.15275195 0.85955288 1.03018604 1.5087618  1.14361375
 0.79324058 0.63968278 1.01545928 1.04873275 0.79418301]",Tuy_nhiên chia_sẻ về cảm_nhận của bản_thân khi được sống trong nhung_lụa từ nhỏ Thảo_Nhi Lê khẳng_định Tôi cảm_nhận được sự_cố_gắng của ba_mẹ để mang lại cuộc_sống no_đủ cho 4 anh_chị_em.Chia_sẻ về danh_xưng rich kid của con gái bố Thảo_Nhi_Lê_thẳng_thắn cho hay Con tôi có cuộc_sống bình_thường như bao cô gái trẻ khác.Thậm_chí cô nàng còn cho biết cô chỉ gặp được bạn trai một lúc sau khi giành giải Á_hậu và hy_vọng có_thể sắp_xếp thời_gian cân_đối để hai người dành nhiều thời_gian cho nhau hơn.Bên_cạnh đó bố Thảo Nhi Lê cũng bày_tỏ niềm hạnh_phúc và hãnh_diện khi con_gái đã dám tự_tin thể_hiện bản_thân theo_đuổi lựa_chọn của mình.Có_thể nói xét về phong_cách thời_trang đa_dạng khó ai có_thể bì được với nàng hậu khi người_đẹp luôn đăng_tải những bộ ảnh bỏng mắt người hâm_mộ lúc thì gợi_cảm khi thì hờ_hững.Có_thể thấy sau những ngày_tháng tập_luyện vất_vả để có được trái ngọt thì giờ_đây Thảo_Nhi đã được hội chị_em tốt của mình tiếp_đãi nhiệt_tình và bung xõa hết mình
22,"[1.03578137 0.85987244 0.79802021 1.00674788 1.32941005 1.14510156
 0.7270897  1.15287793 1.15287793 1.15287793 1.15287793 1.13167228
 1.17660108 0.88888701 0.81660203 0.35817428 1.05095372 1.06232193
 0.95799532 0.84334213 1.09981471 0.42951026 1.00027205 0.80527795
 1.10137949 0.87033796 1.11917394 0.88180072 0.87967254 1.39791358
 1.18117971 1.15287793 1.15287793 1.15287793 1.15287793 0.75701636
 1.06044729 1.00460702]",Việc thiết_kế bài thi vừa có phần trắc_nghiệm vừa có phần tự luận giúp các trường CAND có sự đánh_giá rõ hơn về kiến_thức cơ_bản tư_duy logic khả_năng diễn_đạt trình_bày vấn_đề của thí_sinh nhằm có sự lựa_chọn chính_xác thí_sinh cần tuyển đáp_ứng yêu_cầu đào_tạo sử_dụng nhân_lực của Bộ Công_an.Ngoài_ra các Học_viện trường CAND cũng xây_dựng chương_trình tiếp_sức mùa thi đồng_hành cùng thí_sinh hỗ_trợ một phần nơi ăn chốn ở cho thí_sinh tại ký_túc_xá của trường trong thời_gian dự thi.So với các kỳ thi trước đây kỳ thi năm nay gọn_nhẹ hơn với 1 buổi làm thủ_tục dự thi và 1 buổi thi với tổng thời_gian là 210 phút trong đó có 180 phút làm bài thi và 30 phút nghỉ giữa hai phần thi.Ngay khi bắt_tay vào thực_hiện_Bộ Công_an đã mời nhiều chuyên_gia có kinh_nghiệm trong lĩnh_vực đánh_giá đo_lường các giáo_viên dạy THPT để họp bàn thảo_luận xây_dựng dạng_thức ma_trận đề thi phù_hợp với tình_hình dạy và học THPT trong điều_kiện dịch_bệnh và phù_hợp với yêu_cầu đánh_giá tuyển_chọn của ngành Công_an
23,"[1.432234   1.04135721 1.05246596 1.34939532 1.35531856 0.55036034
 1.21839538 1.1475603  1.58258716 1.45983647 1.48004054 0.58327193
 0.71376896 0.66135467 0.85336636 0.73977898 0.39799079 0.57295424
 0.8717099  0.36667067 0.30417738 1.17951318 1.12092792 1.00714055
 1.25871243 1.21227844 1.32103221 1.13265942 0.96624326 1.03436471
 1.08015059 1.45721845 0.84014133 1.64375932 1.29391295 0.45123337
 1.65238718 0.67384405 0.53783407 1.31376195 1.18343449 1.34585203
 1.30838278 1.0763257  0.67412607 0.7042634  0.87128914 0.99731273
 0.35287331 1.04955919 0.84576108 0.30970173 0.83954838 0.89572751
 0.90604618 0.66009784 0.54247646 0.22610867 0.58769409 1.4867641
 1.11007684 1.37519452 1.36462853 1.43129698 0.96597774 1.07963883
 1.48139485 0.67670061 0.91373306 0.77540564 0.63645995 0.30244367
 1.33386427 1.39861051 1.51826167 1.20182227 1.72218148 1.285679
 1.53480915 1.2623404  1.4002898  1.53841629 1.33674434 1.08601254
 0.40427277 0.96930677 0.89363071 0.25150959 0.39501338 1.34778906
 0.37112335 0.59843055 1.10802116 0.91013406 1.24373026]",Tại cuộc họp_báo thường kỳ của Bộ_Tư_pháp chiều 197 ông Nguyễn_Thắng_Lợi Phó_Tổng_cục_trưởng Tổng_cục Thi_hành án dân_sự đã thông_tin với báo_chí về kết_quả thi_hành án dân_sự đối_với hai phạm_nhân Phan_Sào_Nam và Nguyễn_Văn_Dương đây là những nhân_vật chủ_chốt trong đường_dây đánh_bạc nghìn tỷ qua game bài RikvipTipClub.Ngày 197 tại cuộc họp_báo thường kỳ của Bộ_Tư_pháp ông Nguyễn_Thắng_Lợi Phó Cục_trưởng Cục Thi_hành án dân_sự cho biết liên_quan đến vụ án đường_dây đánh_bạc của Phan_Sào_Nam và Nguyễn_Văn_Dương số tiền mà Phan_Sào_Nam phải thi_hành án là hơn 1445 tỉ đồng.Về việc thi_hành án của 2 đối_tượng Phan_Sào_Nam và Nguyễn_Văn_Dương ông Nguyễn_Thắng_Lợi nhấn_mạnh hiện Phan_Sào_Nam đã thi_hành được khoảng 13841400 tỷ đồng còn Nguyễn_Văn_Dương mới thi_hành được hơn 3151655 tỷ đồng.Trả_lời câu_hỏi của báo_chí về việc thi_hành án trong vụ đánh_bạc ngàn tỷ liên_quan đến Phan_Sào_Nam cựu Chủ_tịch HĐQT Công_ty VTC online và Nguyễn_Văn_Dương cựu Chủ_tịch Hội_đồng thành_viên Công_ty TNHH đầu_tư phát_triển an_ninh công_nghệ_cao CNC ông Nguyễn_Thắng_Lợi Phó_Tổng_Cục_trưởng Tổng_cục Thi_hành án dân_sự cho hay.Vẫn theo ông Lợi việc để tội_phạm tham_nhũng khắc_phục hậu_quả để giảm án hình_sự không phải là quy_định mới trước đây Nghị_quyết Trung_ương 3 đã đề_cập đến vấn_đề này.Trong khi đó Nguyễn_Văn_Dương cựu Chủ_tịch HĐTV Công_ty CNC lĩnh 10 năm tù về các tội Tổ_chức đánh_bạc Rửa_tiền và bị buộc phải thi_hành án dân_sự với số tiền 1655 tỷ đồng.Tại buổi họp_báo nhiều phóng_viên đặt câu hỏi về những khó_khăn trong việc thu_hồi tiền tài_sản trong các vụ_án tham_nhũng số tiền các bị các Phan_Sào_Nam Nguyễn_Văn_Dương trong vụ_án về đường_dây đánh_bạc nghìn tỷ còn nợ chưa thu_hồi được.Theo ông Nguyễn_Thắng_Lợi hiện_nay cơ_quan thi_hành án đã xác_định được một_số tài_sản của Nguyễn_Văn_Dương ở TP HCM Hà_Nội Đà_Nẵng và đang trong quá_trình xử_lý thu_hồi
24,"[0.90111964 1.05089712 1.149373   1.75604368 0.88919828 1.29974272
 0.55310689 1.78804721 1.13673888 0.526117   0.49151478 1.05626609
 1.3127484  0.16997779 0.77991958 1.40564134 1.33398886 0.61881731
 1.26876044 0.96255442 1.12513803 0.90801907 0.69340444 1.11574939
 1.66855764 1.39591013 0.36639963 1.31391013 0.96012573 1.04742808
 0.12579313 0.63557105 0.9014304  1.66602051 1.00468078 1.02419193
 1.28625068 1.240864   1.25915598 1.69709935 1.04310748 1.15824294
 1.48981182 0.54903847 0.78865627 0.31883011 1.27316181 1.26980252
 1.62284677 1.23694211 1.52323845 1.12608949 1.50512199 0.26308313
 1.56851188 1.07156572 0.58428594 0.5814495  1.00323063 1.20677239
 0.35227545 0.76064184 0.60208213 1.07070961 0.58762628 0.86297087
 1.04884436 0.40291239 1.19494857 0.65466434 1.11023702 0.95565814
 0.83935356 0.68481143 0.74866286 0.89099776 0.91351951 0.75442862
 1.45216243 0.24600459 1.21366878 0.54762293 0.38544645 0.74970533
 0.72303151 1.64167147 0.80514151 0.5983969  0.92569487 0.57998002
 1.18578934 0.85747946 1.27487942 1.12343299 1.03931149 0.8525002
 0.4824465  0.36989278 0.70495212 0.87526524 1.2719384  1.0024608
 1.14041772 0.92675629 0.83033314 1.0374777  1.09555155 1.18550775
 0.85143823 1.14775234 0.96143847 0.92070631 0.99163844 0.77853103
 1.20722278 1.48562126 1.59875134 1.06590168 0.47116254 0.8240328
 1.14503578 0.44323666 0.49600875 1.51853527 0.81196862 1.05333494
 0.95591763 1.09848716 1.54218602 1.33714989 1.34523721 1.19810481
 1.23212308 1.61131132 1.60823719 1.23054076 1.46834964 0.97442784
 1.03041979 1.25626634 0.70859671]",Trong thông_cáo gửi đến báo_chí êkíp của Jack viết Jack_hóa_thân vào nhân_vật có tên Jack_Junior với tính_cách khác người xuất_thân từ một băng_nhóm chuyên săn_lùng và truy_tìm cổ_vật.Trong khi đó những cảnh quay lột_tả sự cô_đơn nội_dung lõi và tiêu_đề của sản_phẩm lại không được thể_hiện rõ lạc_lõng giữa MV.Quay trở_lại với sản_phẩm âm_nhạc mới của Jack trước đó khi tung những giai_điệu đầu_tiên cho ca_khúc thì Jack đã lập_tức nhận về nhiều ý_kiến trái chiều khi Jack bị cho rằng đã đạo nhái ngôi_sao quốc_tế The_Weeknd.Bên_cạnh đó trong MV có nhiều cảnh siêu trộm bất_chấp_sự truy_đuổi của cảnh_sát và thể_hiện sự lập_dị ngông_cuồng của bản_thân như đập_phá chống_đối Chính điều này khiến người xem khó_chịu và cho rằng nam ca_sĩ đang cổ súy cho hành_động bạo_lực.Lời nhạc đi một nơi beat đi một ngả MV nó ở giữa nó không có liên_quan gì đến nhau luôn Nhạc bê nguyên bài của The_Weeknd_MV này có bị cấm không ta toàn hình_ảnh tiêu_cực bắn súng đánh nhauKhán giả phản_ứng tiêu_cực về sản_phẩm của Jack.Không chỉ có phần âm_nhạc xuống dốc MV của Jack cũng nhận được nhiều đánh_giá không tích_cực.So_sánh với MV_There is no one at all bị yêu_cầu thu_hồi và tiêu_hủy của Sơn Tùng MTP cách đây không lâu yếu_tố bạo_lực trong MV Ngôi_sao cô_đơn của Jack càng khó thể được chấp_nhận đồng_cảm.Được biết Ngôi_sao cô_đơn chính là album vol9 của Thanh_Thảo được phát_hành vào năm 2006 tức_là đã hơn 16 năm ròng đến nay cái tên này lại được Jack sử_dụng cho ca_khúc mới của mình
25,"[1.03016431 0.51118097 0.86978105 0.80876067 0.65786434 0.56835021
 0.4369454  0.63551771 0.31434008 0.71973608 0.85023377 0.97606164
 0.9072327  1.09777076 0.82130548 0.88106484 1.32661168 1.2043852
 1.32889032 0.26022572 0.89617798 0.92050582 0.57280737 0.81547609
 0.34016181 1.07602589 0.7945018  1.23735551 1.12611109 1.23617083
 1.1810954  0.95225385 0.88609549 0.56027965 1.00298763 0.89251197
 1.2335474  0.90787012 0.72114758 0.93368049 0.89128323 1.03009797
 1.2177502  1.14429412 0.88931575 1.56766931 1.28863905 1.45068409
 1.48970684 1.         1.4931822  1.42251451 0.98625295 0.97915363
 1.37130528 1.06262416 1.46039471 1.03532212 1.40882663 1.29666256
 0.59481001 1.10673863 0.58777814 1.10000648 0.72604015 0.92194759
 0.88128432 1.28307368 1.40026031 1.54037477 1.07007455 1.01968164
 1.01133764 0.99020611 0.97244968 1.01004865 1.18179686 1.31584393
 1.40041942 1.14144417 1.0821293  0.68338795]",Sau khi qua Campuchia nạn_nhân bị đưa vào làm_việc tại các cơ_sở tổ_chức hoạt_động lừa_đảo như Đánh_bạc trực_tuyến kinh_doanh tiền ảo Họ bị cưỡng_ép lao_động từ 12 giờ đến 16 giờ mỗi ngày không được ra khỏi cơ_sở hoặc bị bán cho các chủ sử_dụng lao_động khác.Qua các vụ_án liên_quan đến hành_vi Tổ_chức môi_giới cho người khác trốn đi nước_ngoài hoặc ở lại nước_ngoài trái_phép cho thấy bên cạnh việc môi_giới dụ_dỗ lôi_kéo và tổ_chức đưa công_dân sang Campuchia lao_động trái pháp_luật thì các đối_tượng môi_giới còn đề_nghị bị hại giới_thiệu rủ_rê thêm bạn_bè người_thân đi cùng với lập_luận Để tiện chuyến xe công_ty đưa_đón và hạn_chế việc phải chờ_đợi đủ người sẽ mất thời_gian.Thực_tế nhiều nạn_nhân bị lừa sang Camphuchia để tìm_kiếm công_ăn_việc_làm chỉ là vỏ bọc cho hành_vi mua_bán người và cái kết sau cùng là bị đe_dọa tống_tiền và đòi tiền chuộc.Khi sang làm_việc tại các casino sòng_bạc các trung_tâm điều_hành đánh_bạc trực_tuyến ngoài bị ép_buộc đối_xử thậm_tệ giới chủ ở đây còn ép_buộc nhân_viên thông_qua mạng xã_hội để tuyển người chủ_yếu là người thân_quen sang làm_việc cho chúng.Công_an tỉnh Đắk_Nông khuyến_cáo người dân cần cảnh_giác nếu có nhu_cầu đi lao_động nước_ngoài cần tìm_hiểu kỹ liên_hệ cơ_quan_chức_năng tại địa_phương để được tư_vấn hỗ_trợ và phải tuân_thủ các quy_định của pháp_luật về xuất_nhập_cảnh.Ngoài vụ_án này từ đầu năm 2022 đến nay Cơ_quan An_ninh điều_tra Công_an tỉnh Thanh_Hóa đã làm rõ 4 vụ 8 đối_tượng có hành_vi đưa người xuất_cảnh trái_phép sang Campuchia chuyển hồ_sơ sang viện_kiểm_sát_nhân_dân các cấp đề_nghị truy_tố 2 vụ 2 bị can_phạm_tội Tổ_chức môi_giới cho người khác trốn đi nước_ngoài hoặc ở lại nước_ngoài trái_phép.Ngày 47 Cục Cảnh_sát hình_sự Bộ Công_an cho biết thời_gian qua nhiều người trong độ tuổi 1835 bị lừa sang Campuchia làm_việc thông_qua tìm_kiếm việc_làm trên mạng xã_hội hoặc từ bạn_bè người quen rủ_rê giới_thiệu ra nước_ngoài làm_việc nhẹ_nhàng lương cao.Trong quá_trình làm_việc tại đây những người này đã bị quản_lý ép_buộc ký cam_kết phải thực_hiện các hành_vi lừa_đảo trên không_gian mạng trong vòng 1 năm và bị ngược_đãi
26,"[0.84121338 1.15653837 1.26527281 1.68058473 1.58978792 0.84157711
 0.84167745 1.24970268 1.01358346 1.20624075 1.413121   0.57951655
 0.95259496 0.97129967 1.38452496 0.80374242 1.04909417 1.15275097
 1.18198413 0.87226526 0.96828195 1.14121754 0.74292926 0.60490132
 0.81655742 0.85725163 1.19576167 0.79694012 0.808968   0.69532512
 1.15558104 0.7437897  1.08879033 0.74595568 0.32366516 1.30210652
 0.75888679 0.65604374 0.86734645 1.25326763 0.61271662 1.0745788
 1.50092672 0.65861605 1.0268603  1.02733507 0.95938036 1.28645841
 0.80548096 1.03438261 1.0739023  0.86066338 0.9295957  0.7098674
 0.94852496 1.03131459 1.3063186  0.70927322 1.30682297 1.31144235
 1.06925467 1.03404346 1.08408788 0.99351689 1.17531963 0.89867625]",Ukraine cần các hệ_thống phòng không để hạn_chế các cuộc tấn_công bằng tên lửa của Nga và cần pháo tầm xa máy_bay xe_tăng cùng các loại phương_tiện khác để thực_hiện phản_công.Theo ông Reznikov các vũ_khí này bao_gồm hệ_thống pháo phản_lực cơ_động HIMARS do Mỹ sản_xuất mà phía Ukraine cho là đã góp_phần ổn_định tiền_tuyến ở phía Đông và Nam trong các tuần gần đây.Các vũ_khí sẽ được gửi đến Ukraine trong những tuần tới và thông_báo của Wallace được đưa ra vài tuần sau khi Thủ_tướng sắp mãn_nhiệm Boris_Johnson cam_kết hỗ_trợ quân_sự thêm 1 tỷ bảng Anh tương_đương 12 tỷ USD cho chính_phủ của Tổng_thống Vladimir_Zelensky.Cũng theo quan_chức Mỹ quân_đội Ukraine đang sử_dụng hiệu_quả hệ_thống HIMARS để tấn_công các nút chỉ_huy và kiểm_soát của Nga.Phát_biểu trước Quốc_hội Anh hôm 217 Bộ_trưởng Quốc_phòng Ben_Wallace thông_báo Anh sẽ gửi cho Ukraine vũ_khí chống tăng máy_bay không người lái pháo tự_hành và hàng chục nghìn viên đạn.Trong khi đó Đệ_nhất phu_nhân Ukraine_Olena_Zelenska hôm 197 đã kêu_gọi giới lập_pháp Mỹ cung_cấp thêm vũ_khí cho Ukraine trong cuộc đối_đầu quân_sự với Nga.Tổng_cộng Vương_quốc Anh đã chi 23 tỷ bảng Anh cho vũ_khí và đào_tạo cho quân_đội của Kiev kể từ khi chiến_dịch quân_sự của Nga ở Ukraine bắt_đầu vào tháng 22022
27,"[1.21506429 0.37291954 0.19851594 1.16676082 0.60817623 1.18032638
 1.16420625 0.68849582 0.72973494 0.35624504 0.79917718 1.11019154
 0.76915933 1.24887319 0.64727658 0.8781679  1.10442918 1.35768809
 1.02615989 0.78953853 0.85682354 1.24751117 0.72967887 0.78587383
 0.76364276 0.47933815 0.19851594 0.80335856 1.55112851 1.25707897
 1.20763093 1.16312164 1.28852028 0.88443527 0.92166982 1.20866575
 1.31765043 1.57368513 1.2627419  1.50677036 0.60726172 1.00657062
 1.04077263 0.80931447 1.05529072 1.0946506  1.15066235 1.04109945
 1.49534018 1.44330501 1.25204421 1.11034432 1.32962492 0.84077001
 1.39405584 0.82757057 1.49442798 1.19354064 1.07163319 1.61636793
 1.10538175 1.33166683 0.83637745 1.13818117 0.78332262 1.03711873
 0.48091632 0.59136978 0.85518219 0.76585088 0.94159026 0.81455226
 0.95186196 0.7360925  1.32055194 0.99851713 1.01787041]",Khi được hỏi về chiến_dịch quân_sự của Nga ở Ukraine rằng liệu mục_tiêu có thay_đổi ông Putin khẳng_định chưa có gì thay_đổi và quân_Nga vẫn đang tiến lên theo kế_hoạch.Trong cuộc phỏng_vấn mới với CNN Tổng_thư_ký NATO_Jens_Stoltenberg cho rằng tuần này đánh_dấu một chiến_thắng dành cho khối quân_sự này khi cả Phần_Lan và Thụy_Điển đang trên bờ trở_thành các thành_viên của NATO.Bộ_Chỉ_huy quân_sự miền nam Ukraine sau đó đăng trên Facebook một bức ảnh về Đảo Rắn nhìn từ trên không với 5 cột khói đen khổng_lồ bốc lên cao từ những địa_điểm họ mô_tả là hiện_trường của một vụ tập_kích bằng tên lửa và pháo_binh.Trước các phóng_viên tại Hội_nghị thượng_đỉnh Caspia lần thứ 6 ở Turkmenistan Tổng_thống Putin khẳng_định Quan_điểm của chúng_tôi luôn như sau NATO là di_sản của Chiến_tranh_Lạnh và chỉ được sử_dụng làm công_cụ cho chính_sách đối_ngoại của Mỹ trong việc kiềm_chế các nước.Phương_Tây cho rằng một trong các mục_tiêu của Tổng_thống Nga_Putin khi đưa quân tấn_công Ukraine vào cuối tháng 22022 là làm suy_yếu Tổ_chức Hiệp_ước Bắc_Đại Tây_Dương NATO.NATO đã chính_thức mời Thụy_Điển và Phần_Lan gia_nhập khối quân_sự này tại Hội_nghị thưởng đỉnh của khối quân_sự này ở Madrid Tây Ban_Nha vào hôm 296 vừa_qua.Ông ấy nói rằng mọi thứ có_thể sẽ tồi_tệ hơn với một cuộc xung_đột toàn_diện có_thể xảy ra giữa Nga và các nước thuộc khối quân_sự NATO.Tại Hội_nghị thượng_đỉnh của NATO các nhà lãnh_đạo NATO cho rằng Nga là mối đe_dọa đáng_kể và trực_tiếp nhất đối_với an_ninh của các đồng_minh và hòa_bình ổn_định ở khu_vực châu_ÂuĐại Tây_Dương
28,"[0.36170619 0.44066566 1.22022543 1.31836539 0.98071171 0.500864
 0.92929088 0.80408032 0.40237761 0.44102923 1.02112186 0.51341923
 1.29328365 0.56176813 1.44280419 1.33816768 1.35563601 0.91751397
 0.82210796 0.31461087 1.03061012 0.79075506 1.40856805 1.2418533
 1.67888944 1.32571275 1.1126499  1.24106855 1.16256104 1.69111115
 1.15126195 1.19928756 1.3193319  0.82898506 1.43287057 1.18660238
 1.40479034 0.48536796 0.5670075  0.12082936 1.         1.38361143
 1.02109227 0.93867556 1.18439682 1.34067988 1.3936011  1.34874111
 1.23832603 1.03642726 1.12619744 1.57757133 1.10701273 0.70987885
 1.09311955 1.47470598 1.15778194 0.82586722 1.32062859 1.08559101
 0.6556373  0.62059084 1.19130245 0.92609619 1.01937943 1.24186934
 0.5156219  0.90460174 0.93526219 1.54425337 0.70898493 0.477705
 1.11813582 0.15385945 1.30114258 1.09866859 0.63231082 1.00823103
 0.59858834 0.82685621 1.02803205 0.76910043]",Những áp_lực về tỷ_giá và lãi_suất đối_với Việt_Nam sẽ không còn và dĩ_nhiên với một nền kinh_tế mới hồi_sinh sau đại_dịch trong khi lạm_phát vẫn trong tầm kiểm_soát như Việt_Nam thì hơn ai hết chúng_ta sẽ quay về với việc duy_trì một chính_sách tiền_tệ nới_lỏng.Tình_huống thứ ba lạm_phát tại các nền kinh_tế lớn sẽ tiếp_tục duy_trì ở mức cao trong một năm tới các NHTƯ lớn vẫn phải tiếp_tục tăng lãi_suất và đẩy_mạnh việc thu_hẹp bảng_cân_đối kế_toán dĩ_nhiên nền kinh_tế thế_giới khó tránh khỏi suy_thoái.Nhật_Bản cũng chưa gia_nhập xu_thế nâng lãi_suất cơ_bản trong bối_cảnh nền kinh_tế nước này vẫn đang trong quá_trình hồi_phục từ đại_dịch COVID19 và tình_trạng giá_cả hàng_hóa leo_thang đang làm tăng áp_lực suy_thoái.Nhưng dù tình_huống nào xảy ra đi nữa thì chúng_ta cũng phải chấp_nhận xu_hướng tất_yếu trong một năm tới sẽ vẫn là tăng lãi_suất và tiền ít đi.Theo Financial_Times nhóm các nền kinh_tế mới nổi cũng đang trong xu_thế siết chặt chính_sách tiền_tệ với tốc_độ cao hơn trong năm 2008 khi đó đã có 50 lần nâng lãi_suất.Vậy_nên nếu trong thời_gian tới tỷ_giá tiếp_tục tăng thì điều khó tránh khỏi là NHNN phải tiếp_tục phát_hành tín_phiếu để hút tiền về và nâng dần lãi_suất tín_phiếu nên mức đủ cao để tạo nền mới cho lãi_suất liên ngân_hàng tiền đồng_bối_cảnh năm 2018 là hình_ảnh thể_hiện khá rõ cho xu_hướng này.Với tình_huống này sự thắt chặt sẽ chỉ kéo_dài trong 23 năm trước khi NHTƯ lớn bắt_buộc phải dừng việc thắt chặt hoặc cần_thiết hơn nữa là nới_lỏng tiền_tệ để nền kinh_tế_phục_hồi trở_lại.Mặc_dù áp_lực lên Việt_Nam nhiều khả_năng sẽ không lớn như các nền kinh_tế khác nên sự quyết_liệt từ nhà điều_hành cũng sẽ không cao nhưng sự tiêu_cực trong thị_trường tài_chính nói_riêng và nền kinh_tế nói_chung là điều khó tránh khỏi
29,"[1.24719201 0.43560656 0.94465918 1.02187099 0.61598577 0.83551578
 1.1234821  0.64030743 1.20886628 1.26394408 1.23375286 1.15835036
 0.80932452 1.16786543 1.13092848 0.98504573 1.1796719  1.04474791
 1.26044744 0.94890393 0.69638374 1.2006464  1.06946512 0.83551578
 1.17136713 1.3138863  1.30816513 1.22011666 0.5178282  0.80932452
 1.20940899 1.18180874 1.08539149 1.06909214 0.977843   0.6846519
 0.94866282 0.83921579 1.09379979 0.57542294 0.9355347 ]",Ông Nguyễn_Bá Hùng_Cục Công_nghệ_thông_tin cho biết nguyên_nhân khiến việc cấp hộ_chiếu vắcxin chậm_trễ là do hai nguyên_nhân Thứ nhất do thông_tin của người dân khai_báo khi đi tiêm trước đây không chính_xác đặc_biệt là trong các khoảng thời_gian đỉnh_điểm dịch bùng_phát tại nhiều tỉnh_thành trên cả nước dẫn tới việc khi kết_nối với cơ_sở dữ_liệu quốc_gia về dân_cư để đối_sánh thông_tin thực_hiện quy_trình cấp hộ_chiếu vắcxin sẽ không thực_hiện được do sai thông_tin.Công_dân cơ_quan_chức_năng có_thể sử_dụng ứng_dụng NEAC_QR offline do Bộ Thông_tin và Truyền_thông xây_dựng để kiểm_tra tất_cả hộ_chiếu vaccine của EU và các nước đã tham_gia hệ_thống.Thứ nhất do thông_tin của người dân khai_báo khi đi tiêm trước đây không chính_xác đặc_biệt là trong các khoảng thời_gian đỉnh_điểm dịch bùng_phát tại nhiều tỉnh_thành trên cả nước dẫn tới việc khi kết_nối với cơ_sở dữ_liệu quốc_gia về dân_cư để đối_sánh thông_tin thực_hiện quy_trình cấp hộ_chiếu vaccine sẽ không thực_hiện được do sai thông_tin.Thứ hai một_số địa_phương còn chậm_trễ ban_hành các văn_bản chỉ_đạo các đơn_vị trực_thuộc triển_khai cấp hộ_chiếu vắcxin theo các văn_bản hướng_dẫn của Bộ Y_tế.Thứ hai một_số địa_phương còn chậm_trễ ban_hành các văn_bản chỉ_đạo các đơn_vị trực_thuộc triển_khai cấp Hộ_chiếu vaccine theo các văn_bản hướng_dẫn của Bộ Y_tế
