cluster_id,score,summary
25,"[1.00271739 0.90368357 1.01509662 1.01509662 0.99033816 1.01509662
 0.97795894 1.01509662 1.01509662 0.99033816 1.01509662 1.01509662
 1.01509662 1.01509662 1.00271739 0.96557971 1.01509662 1.01509662
 1.01509662 0.90368357 1.01509662 0.99033816 1.00271739 0.97795894
 0.99033816 0.96557971 1.00271739 0.95320048 1.00271739 1.01509662
 0.99033816 0.99033816 1.01509662 1.00271739 1.01509662 0.97795894
 1.00271739 0.97795894 1.01509662 1.01509662 1.01509662 1.01509662
 1.00271739 1.01509662 1.00271739 1.00271739 1.01509662 1.01509662
 1.01509662 0.96557971 1.01509662 1.01509662 1.01509662 1.00271739
 1.01509662 1.01509662 1.01509662 1.01509662 0.99033816 1.01509662
 0.96557971 1.00271739 1.00271739 1.01509662 0.90368357 0.97795894
 1.01509662 1.00271739 1.01509662 1.01509662 1.01509662 1.01509662
 1.01509662 1.00271739 0.99033816 1.00271739 1.01509662 1.00271739
 1.01509662 0.97795894 1.01509662 1.00271739]",Sau khi nhận đơn tố_cáo của các nạn_nhân Cơ_quan An_ninh điều_tra Công_an tỉnh Thanh_Hóa đã khẩn_trương vào cuộc.Qua các vụ_án liên_quan đến hành_vi Tổ_chức môi_giới cho người khác trốn đi nước_ngoài hoặc ở lại nước_ngoài trái_phép cho thấy bên cạnh việc môi_giới dụ_dỗ lôi_kéo và tổ_chức đưa công_dân sang Campuchia lao_động trái pháp_luật thì các đối_tượng môi_giới còn đề_nghị bị hại giới_thiệu rủ_rê thêm bạn_bè người_thân đi cùng với lập_luận Để tiện chuyến xe công_ty đưa_đón và hạn_chế việc phải chờ_đợi đủ người sẽ mất thời_gian.Thực_tế nhiều nạn_nhân bị lừa sang Camphuchia để tìm_kiếm công_ăn_việc_làm chỉ là vỏ bọc cho hành_vi mua_bán người và cái kết sau cùng là bị đe_dọa tống_tiền và đòi tiền chuộc.Hiện vẫn còn 202381 trường_hợp đang lao_động trái_phép tại Campuchia trong đó bước_đầu xác_định có 86 trường_hợp xuất_cảnh trái_phép 21 trường_hợp đang bị khống_chế cưỡng_bức lao_động trong các cơ_sở đánh_bạc trực_tuyến game online.Các lực_lượng chức_năng đã phối_hợp đưa được 179 trường_hợp lao_động trái_phép người Thanh_Hóa tại Campuchia trở_về nước giải_cứu 19 trường_hợp bị cưỡng_bức lao_động trong các sòng_bạc casino trung_tâm game online 13 trường_hợp được gia_đình nộp tiền chuộc về nước trong năm 2022.Các nạn_nhân đều bị cưỡng_bức lao_động cưỡng_đoạt tài_sản đồng_thời bị ép_buộc thực_hiện các hoạt_động lừa_đảo chiếm_đoạt tài_sản trên không_gian mạng nhằm vào người Việt_Nam.Đặc_biệt từ tháng 42022 đến nay tình_trạng công_dân trên địa_bàn bị các đối_tượng lôi_kéo môi_giới đưa người sang Campuchia sau đó lừa bán vào các cơ_sở đánh_bạc trực_tuyến do người Trung_Quốc làm_chủ diễn_biến phức_tạp.Ngày 1462022 sau khi được giải_cứu trở_về nước ít ngày NVC_sinh năm 2003 ở TP Sầm_Sơn đã đến Cơ_quan An_ninh điều_tra Công_an tỉnh Thanh_Hóa tố_cáo hành_vi mua_bán người của Trần_Ngọc_Chung sinh năm 2003 ở khu_phố Trung_Thịnh phường Quảng_Tiến TP Sầm_Sơn
26,"[0.98666053 1.00183993 1.00183993 1.00183993 1.00183993 1.00183993
 1.00183993 1.00183993 1.00183993 1.00183993 1.00183993 1.00183993
 1.00183993 1.00183993 1.00183993 1.00183993 1.00183993 1.00183993
 1.00183993 1.00183993 1.00183993 1.00183993 0.95630175 1.00183993
 1.00183993 1.00183993 1.00183993 1.00183993 1.00183993 1.00183993
 1.00183993 1.00183993 1.00183993 0.98666053 1.00183993 1.00183993
 1.00183993 1.00183993 1.00183993 1.00183993 1.00183993 1.00183993
 1.00183993 1.00183993 1.00183993 1.00183993 1.00183993 0.98666053
 0.98666053 1.00183993 1.00183993 1.00183993 1.00183993 1.00183993
 1.00183993 1.00183993 1.00183993 1.00183993 1.00183993 0.98666053
 1.00183993 1.00183993 1.00183993 1.00183993 1.00183993 1.00183993]",Trong khi đó một báo_cáo của Royal_United_Services_Institute một tổ_chức tư_vấn của Anh tuyên_bố rằng Nga đang bắn khoảng 20000 quả đạn pháo mỗi ngày.Tính đến tháng trước Phó cục_trưởng Cục tình_báo quân_sự của Ukraine ước_tính rằng lực_lượng của ông ta đang sử_dụng 6000 quả đạn mỗi ngày và cứ 15 khẩu do Nga thực_hiện thì Ukraine có một khẩu_pháo.Trong khi đó Đệ_nhất phu_nhân Ukraine_Olena_Zelenska hôm 197 đã kêu_gọi giới lập_pháp Mỹ cung_cấp thêm vũ_khí cho Ukraine trong cuộc đối_đầu quân_sự với Nga.Bà đặc_biệt kêu_gọi viện_trợ thêm các hệ_thống phòng_thủ đánh chặn tên lửa đối_phương.Bà Zelenska cho rằng vũ_khí Mỹ sẽ giúp ngăn chiến_dịch tiến_công của Nga.Về pháo_binh thông_thường 50000 quả đạn mà Wallace hứa_hẹn là đủ để giữ cho pháo của Ukraine hoạt_động trong khoảng 8 ngày.Ukraine cần các hệ_thống phòng không để hạn_chế các cuộc tấn_công bằng tên lửa của Nga và cần pháo tầm xa máy_bay xe_tăng cùng các loại phương_tiện khác để thực_hiện phản_công
27,"[1.01645808 0.93725356 1.00325733 1.00325733 0.93725356 1.01645808
 0.99005657 1.00325733 0.96365507 1.00325733 1.01645808 0.97685582
 1.00325733 1.00325733 1.01645808 1.01645808 0.99005657 1.00325733
 1.01645808 1.01645808 1.01645808 1.01645808 1.01645808 1.01645808
 1.01645808 1.01645808 1.00325733 0.97685582 1.01645808 0.97685582
 1.00325733 1.01645808 1.00325733 1.00325733 1.00325733 1.01645808
 1.00325733 1.00325733 1.01645808 1.01645808 0.72604149 1.00325733
 1.01645808 1.00325733 0.97685582 1.01645808 1.01645808 1.01645808
 1.00325733 1.01645808 0.97685582 1.01645808 1.01645808 1.00325733
 1.00325733 1.01645808 1.00325733 0.99005657 1.01645808 1.01645808
 1.01645808 1.00325733 1.01645808 1.00325733 0.99005657 1.00325733
 1.01645808 1.01645808 1.01645808 1.01645808 1.00325733 1.00325733
 0.93725356 0.96365507 1.01645808 1.01645808 1.01645808]",Na Uy thì tuyên_bố sẽ cung_cấp 3 hệ_thống pháo phản_lực phóng loạt cho Ukraine sau khi Anh Đức và Mỹ cũng quyết_định tặng tương_tự cho Ukraine.Ngoài Mỹ Anh hôm 296 cũng cam_kết thêm 12 tỷ USD viện_trợ quân_sự cho Ukraine bao_gồm hệ_thống phòng không và UAV.Và mới_đây chính ông Putin tuyên_bố khẳng_định điều ngược_lại đó tức_là đã giúp NATO mở_rộng tất_nhiên là vẫn đi kèm sự chỉ_trích nhằm vào Mỹ.Bộ Quốc_phòng Nga cho biết quyết_định rút khỏi Đảo Rắn là một cử chỉ thiện_chí cho thấy Moscow không cản_trở các nỗ_lực của Liên_Hợp_Quốc nhằm mở một hành_lang nhân_đạo cho_phép vận_chuyển ngũ_cốc từ các cảng của Ukraine.Đầu_tiên là cung_cấp sự hỗ_trợ cho chính_quyền Kiev và thứ hai là ngăn tình_hình căng_thẳng vượt khỏi biên_giới Ukraine.Theo ông Stoltenberg đó chính là lý_do mà khối này cần hành_động và tự củng_cố nhằm bảo_vệ các đồng_minh phóng_viên Bays nói.NATO chính_thức mời Thụy_Điển và Phần_Lan gia_nhập liên_minh_quân_sự này khi họ tổ_chức Hội_nghị thượng_đỉnh ở Madrid vào tuần này.NATO đã chính_thức mời Thụy_Điển và Phần_Lan gia_nhập khối quân_sự này tại Hội_nghị thưởng đỉnh của khối quân_sự này ở Madrid Tây Ban_Nha vào hôm 296 vừa_qua
28,"[1.00758495 1.00758495 1.02002427 1.02002427 0.98270631 0.94538835
 0.99514563 0.97026699 0.98270631 1.02002427 1.00758495 1.02002427
 1.00758495 1.00758495 0.99514563 1.00758495 1.00758495 1.02002427
 1.02002427 0.83343447 1.02002427 0.95782767 1.02002427 1.00758495
 1.02002427 1.00758495 1.02002427 1.02002427 1.02002427 1.02002427
 1.02002427 1.02002427 0.97026699 0.98270631 1.02002427 1.00758495
 1.02002427 1.02002427 1.00758495 0.98270631 0.98270631 1.02002427
 0.99514563 1.00758495 0.99514563 0.99514563 0.97026699 0.99514563
 1.02002427 1.02002427 0.99514563 1.00758495 0.99514563 1.02002427
 0.98270631 0.97026699 0.98270631 1.02002427 1.02002427 0.98270631
 1.00758495 0.97026699 1.00758495 1.02002427 0.99514563 1.02002427
 1.02002427 1.02002427 0.99514563 1.02002427 1.02002427 1.00758495
 1.02002427 0.97026699 1.02002427 0.94538835 1.00758495 1.02002427
 0.84587379 1.02002427 1.00758495 1.02002427]",Tương_tự một cuộc khảo_sát hàng quý của BOE cho thấy lần đầu_tiên trong lịch_sử người dân Anh đã tỏ ra không hài_lòng với hiệu_quả hoạt_động của BOE liên_quan tới vấn_đề kiểm_soát giá_cả sinh_hoạt.Nhật_Bản cũng chưa gia_nhập xu_thế nâng lãi_suất cơ_bản trong bối_cảnh nền kinh_tế nước này vẫn đang trong quá_trình hồi_phục từ đại_dịch COVID19 và tình_trạng giá_cả hàng_hóa leo_thang đang làm tăng áp_lực suy_thoái.Tình_huống thứ ba lạm_phát tại các nền kinh_tế lớn sẽ tiếp_tục duy_trì ở mức cao trong một năm tới các NHTƯ lớn vẫn phải tiếp_tục tăng lãi_suất và đẩy_mạnh việc thu_hẹp bảng_cân_đối kế_toán dĩ_nhiên nền kinh_tế thế_giới khó tránh khỏi suy_thoái.Đồng_nội_tệ yếu sẽ đẩy cao lạm_phát bằng việc khiến cho chi_phí nhập_khẩu hàng_hóa leo_thang.Hay nói cách khác chúng_ta cũng bắt_đầu phải bước vào thời_kỳ tăng lãi_suất.Việc chúng_ta tăng nhiều hay ít lúc này một phần nhỏ phụ_thuộc vào nội_lực phần_lớn còn lại phụ_thuộc vào hành_động của các NHTƯ lớn.Động_thái chính_sách này diễn ra trong bối_cảnh CPI tháng 5 của Mỹ tăng 86 mức cao nhất kể từ tháng 121981 đến nay.Trước đó vào ngày 156 Cục Dự_trữ liên_bang Mỹ FED có đợt nâng lãi_suất thứ ba liên_tiếp với mức tăng 075 năm mức cao nhất kể từ năm 1994
29,"[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]",Cả nước đã tiêm được trên 2404 triệu mũi vaccine Covid19 các loại.Đây là chia_sẻ của ông Nguyễn_Bá Hùng_Cục Công_nghệ_thông_tin Bộ Y_tế về tiến_độ cấp hộ_chiếu vaccine.Thông_tin từ Cục Công_nghệ_thông_tin cho biết đến nay đã có hơn 40 triệu người ở nước ta có hộ_chiếu vaccine.Mặc_dù việc cấp hộ_chiếu vaccine đã được triển_khai từ tháng 42022 thế nhưng sau hơn 3 tháng triển_khai tiến_độ cấp hộ_chiếu vaccine được đánh_giá không như kỳ_vọng ban_đầu còn khoảng 17 triệu đối_tượng chưa được xác_thực thông_tin.Đến nay đã có hơn 40 triệu người ở nước ta có hộ_chiếu vaccine
30,"[1.01163345 0.99199008 0.9821684  0.97234671 1.01163345 1.01163345
 1.01163345 1.01163345 0.9821684  1.00181177 0.99199008 1.00181177
 1.00181177 1.00181177 1.00181177 1.01163345 0.97234671 1.01163345
 1.01163345 1.01163345 1.00181177 1.01163345 1.01163345 1.00181177
 1.01163345 0.96252503 1.01163345 1.01163345 1.01163345 0.99199008
 1.01163345 1.01163345 1.01163345 1.00181177 1.01163345 1.01163345
 1.01163345 1.01163345 1.01163345 0.89377324 1.01163345 1.00181177
 1.01163345 1.01163345 1.01163345 1.00181177 1.01163345 1.01163345
 0.96252503 1.01163345 1.01163345 1.00181177 1.01163345 1.00181177
 1.01163345 1.01163345 0.97234671 0.94288166 1.01163345 1.01163345
 1.01163345 1.00181177 1.01163345 1.01163345 1.00181177 1.01163345
 0.99199008 1.01163345 1.01163345 1.01163345 1.01163345 1.01163345
 0.94288166 1.01163345 1.01163345 0.99199008 1.01163345 0.96252503
 1.01163345 1.00181177 1.01163345 1.01163345 1.01163345 0.9821684
 1.01163345 0.99199008 1.01163345 1.00181177 0.93305998 1.01163345
 1.00181177 1.01163345 0.9821684  1.01163345 1.01163345 0.96252503
 1.01163345 0.99199008 1.01163345 0.97234671 0.97234671 0.97234671
 1.00181177]",Martial từng giải qua giai_đoạn khó_khăn ở MU.Đó chính_xác là kiểu chơi liên_kết mà Ten_Hag muốn thấy ở các hậu_vệ cánh của ông trong mùa giải này.Anh đã đóng vai_trò quan_trọng trong bàn mở tỷ_số của MartialTen_Hag đã mô_tả Malacia là một hậu_vệ cánh hiện_đại thích tấn_công và anh ta đã chứng_minh điều đó khi lao về phía rìa vòng cấm và chuyền bóng cho Dalot ở phía đối_diện.Có người thì không theo_đuổi triết_lý này còn có trường_hợp thì theo_đuổi phong_cách này nhưng thất_bại.Anh đã không phụ_lòng ông thầy bằng cách kiến_tạo nên bàn mở tỷ_số của Martial ở trận đấu với Palace.Và Dalot có_vẻ như đã được chọn hơn là Aaron_WanBissaka người vẫn có_thể bị bán nếu MU nhận được một lời đề_nghị đủ hấp_dẫn.Bên cánh phải Diogo_Dalot đã được thông_báo vào cuối mùa giải trước rằng anh nằm trong kế_hoạch của Ten_Hag và ông thầy người Hà_Lan đã làm đúng như lời hứa của mìnhHậu_vệ phải là một vị_trí mà nhiều người tin rằng Man_United cần phải cải_thiện.Và điều đó dường_như là để chuẩn_bị cho việc Lisandro_Martinez trở_thành đối_tác mới của Maguire
31,"[0.83997964 1.01730867 1.01730867 0.99864246 1.01730867 1.00797556
 1.02664178 1.02664178 0.95197692 1.00797556 1.01730867 0.99864246
 0.98930935 1.02664178 1.00797556 0.97997624 0.91464449 0.97997624
 1.01730867 0.91464449 1.01730867 1.02664178 1.01730867 1.02664178
 0.98930935 1.02664178 1.02664178 0.96131003 0.97997624 1.00797556
 0.94264381 0.96131003 0.99864246 0.97064314 1.02664178 1.02664178
 1.01730867 0.93331071 1.02664178 1.02664178 1.02664178 1.02664178
 1.01730867 1.00797556 1.02664178 1.01730867 1.01730867 1.02664178
 1.01730867 1.02664178 1.00797556 1.01730867 1.00797556 0.9239776
 1.00797556 0.99864246 0.84931274 0.98930935 1.02664178 0.94264381
 0.99864246 0.98930935 1.00797556 1.01730867 1.01730867 1.02664178
 1.02664178 1.02664178 0.99864246 1.02664178 1.02664178 1.00797556
 0.97997624 0.99864246 0.99864246 1.00797556 0.81198032 1.02664178
 0.99864246 0.97997624 0.97064314 1.01730867 1.02664178 1.02664178
 0.97064314 1.01730867 1.02664178 1.01730867 0.98930935 0.97997624
 1.01730867 1.01730867 0.97997624 1.00797556 1.02664178 1.02664178
 1.01730867 1.02664178 0.97064314 0.99864246 1.01730867 1.01730867
 1.01730867 1.01730867 1.01730867 0.99864246 1.02664178 1.00797556
 1.01730867 1.00797556]",Tuy_nhiên các công_ty năng_lượng Nga có_thể gặp khó_khăn trong thanh_toán khoản nợ nước_ngoài nguồn thu trên thị_trường quốc_tế suy_giảm do các lệnh trừng_phạt từ phương Tây tiềm_ẩn nguy_cơ một cuộc khủng_hoảng tài_chính.Trong Báo_cáo Triển_vọng Kinh_tế_Thế_giới công_bố hồi tháng 4_Quỹ Tiền_tệ Quốc_tế_IMF đã hạ dự_báo tăng_trưởng kinh_tế toàn_cầu xuống mức 36 trong năm 2022 và trong năm 2023 lần_lượt giảm 08 điểm phần_trăm và 02 điểm phần_trăm so với mức dự_báo được đưa ra hồi tháng 1.Nền kinh_tế toàn_cầu sẽ khu_vực hóa các chuỗi cung_ứng ngắn hơn với những đối_tác tin_cậy.Nền kinh_tế toàn_cầu sẽ khu_vực hóa các chuỗi cung_ứng ngắn hơn với những đối_tác tin_cậy ông Peter Martin Giám_đốc nghiên_cứu tại hãng nghiên_cứu hàng_hóa_Wood_Mackenzie bình_luận.Ngân_hàng Tái_thiết và Phát_triển châu_Âu EBRD hồi giữa tháng Năm đã dự_báo kinh_tế Ukraine sẽ suy_giảm 20 trong năm 2022 do bị tàn_phá nặng_nề bởi chiến_tranh.Cuộc_chiến ở Ukraine đang thúc_đẩy một cuộc khủng_hoảng giá sinh_hoạt.Xuất_khẩu ngũ_cốc nhất là lúa_mì cũng bị ảnh_hưởng nghiêm_trọng bởi cuộc_chiến ở Ukraine.Lạm_phát cao đang kìm_nén đời_sống các hộ gia_đình trên khắp châu_Âu với 83 gia_đình Tây Ban_Nha 80 ở Anh 76 ở Italy 66 ở Pháp 65 ở Đan_Mạch và 62 ở Thụy_Điển đều báo_cáo chi_tiêu hàng ngày tăng trong một cuộc thăm_dò_ý_kiến của công_ty nghiên_cứu thị_trường YouGov
32,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],Hiện lực_lượng công_an đã thu_giữ tang_vật liên_quan vụ_án gồm 2 xe_máy tuýp sắt gắn dao nhọn và dao_bầu đồng_thời tiếp_tục mở_rộng điều_tra xử_lý nhóm cướp.Đấu_tranh khai_thác cơ_quan công_an làm rõ ổ_nhóm này đã gây ra 9 vụ cướp tài_sản trên địa_bàn hai huyện Quốc_Oai Hoài Đức với cùng thủ_đoạn.Xâu_chuỗi thông_tin các vụ lại với nhau lực_lượng chức_năng đều có nhận_định các đối_tượng gây_án đều di_chuyển trên 2 xe_máy không đeo biển kiểm_soát mang theo hung_khí là các tuýp sắt dao nhọn cán dài dao bầuCác đối_tượng thường theo_dõi áp_sát và chặn người đi chợ lúc rạng sáng trên các cung đường dọc Đại_lộ Thăng_Long rồi đe_dọa cướp tài_sản như túi_xách ví tiền điện_thoại tài_sản cá_nhân có giá_trị khác
33,"[1.00612813 1.03008357 0.9821727  1.00612813 0.95821727 1.03008357
 1.03008357 0.9821727  0.9821727  1.03008357 1.03008357 1.00612813
 0.95821727 1.03008357 1.03008357 1.03008357 1.03008357 0.9821727
 1.00612813 0.9821727  0.9821727  0.9821727  1.03008357 0.9821727
 0.91030641 0.9821727  1.03008357 0.95821727 0.9821727  1.00612813
 1.03008357 1.03008357 0.81448468 1.03008357 0.9821727  1.03008357
 1.00612813 1.03008357 1.03008357 1.03008357 1.03008357 1.00612813
 0.9821727 ]",Ông Neil_Atkinson một nhà phân_tích dầu độc_lập nhấn_mạnh Tôi đang suy_nghĩ kỹ càng.Theo nguồn tin từ truyền_thông Ba_Lan Ủy_ban châu_Âu EC dự_kiến sẽ đưa ra gói trừng_phạt tiếp_theo đối_với Moscow vào thứ 6 này.Các nhà phân_tích năng_lượng đã đặt câu hỏi rằng G7 làm thế_nào để áp_đặt trần giá cho dầu của Nga đồng_thời cảnh_báo rằng kế_hoạch này có_thể phản_tác_dụng nếu những người tiêu_dùng quan_trọng không tham_gia kế_hoạch.Tổng_thống Mỹ Jeo_Biden trình_bày ý_tưởng giới_hạn giá dầu với các nhà lãnh_đạo còn lại của G7 ngày 25266 và lãnh_đạo các quốc_gia này đồng_ý xem_xét.Tuy_nhiên vấn_đề ngưng nhập dầu Moscow khó có_thể kết_thúc trong một sớm một chiều do một_số nước EU phụ_thuộc vào nhiên_liệu hóa_thạch của Nga
34,"[1.01810865 0.92555332 0.69416499 1.01810865 1.06438632 1.06438632
 1.01810865 1.06438632 0.92555332 0.92555332 1.06438632 1.06438632
 1.01810865 1.06438632 1.01810865 1.06438632 0.97183099 0.92555332
 1.01810865 1.06438632 1.06438632 0.92555332 1.01810865]",Chị H được phát_hiện nằm trên nệm và cũng đã tử_vong do bị đâm.Công_an quận Tân_Bình nhận được tin báo đã nhanh_chóng có_mặt phá khóa vào trong thì thấy ông T đã tử_vong trong tư_thế treo cổ.Nhận tin báo_công_an địa_phương đến hiện_trường phá cửa và phát_hiện anh T đã tử_vong nên tiến_hành phong_tỏa khám_nghiệm tử_thi
35,"[1.02040816 1.02040816 0.91836735 1.02040816 1.02040816 1.02040816
 1.02040816 1.02040816 1.02040816 0.91836735 1.02040816 1.02040816
 0.91836735 1.02040816 1.02040816 1.02040816 1.02040816 1.02040816
 1.02040816 0.91836735]",Trước đó vào khoảng 12 h ngày 157 Nguyễn_Thành_Công và Nguyễn_Việt_Tiệp 36 tuổi trú tại thôn 4 xã Minh_Hưng huyện Bù_Đăng và một_số người khác tổ_chức ăn_nhậu tại quán nhậu Bom_Bo thuộc thôn 2 xã Minh_Hưng huyện Bù_Đăng.Công được mọi người đưa đi cấp_cứu nhưng do vết_thương quá nặng đã tử_vong trên đường đi cấp_cứu
36,"[1.00618956 1.00618956 1.00618956 0.96673114 1.00618956 1.00618956
 1.00618956 1.00618956 1.00618956 0.94700193 0.96673114 0.98646035
 1.00618956 1.00618956 1.00618956 1.00618956 1.00618956 1.00618956
 1.00618956 1.00618956 1.00618956 1.00618956 1.00618956 1.00618956
 1.00618956 1.00618956 1.00618956 1.00618956 1.00618956 0.92727273
 1.00618956 1.00618956 1.00618956 1.00618956 1.00618956 1.00618956
 1.00618956 1.00618956 1.00618956 1.00618956 0.94700193 0.98646035
 1.00618956 1.00618956 1.00618956 1.00618956 1.00618956 1.00618956
 1.00618956 1.00618956 1.00618956]",Theo quy_định tại Thông_tư 012022TTBTP các loại giấy_tờ khác như trích_lục khai_tử trích_lục đăng_ký giám_hộ trích_lục đăng_ký chấm_dứt giám_hộ trích_lục đăng_ký_nhận cha_mẹ con giấy xác_nhận tình_trạng hôn_nhân giấy_báo_tử cũng đã có bản điện_tử thay_thế cho bản giấy.Gửi kèm ảnh Giấy chứng_sinh Chứng_minh nhân_dân hoặc thẻ căn_cước công_dân của chamẹ Sổ hộ_khẩu hoặc Sổ tạm_trú của chamẹ Giấy chứng_nhận kết_hôn.Khi có lịch hẹn trả kết_quả mang các giấy_tờ gốc để đối_chiếu khi đến nhận kết_quả tại UBND xãphườngthị trấn.Kiểm_tra hòm_thư hoặc số điện_thoại để nhận thông_báo từ cơ_quan có thẩm_quyền về việc giải_quyết thủ_tục hành_chính.Lúc này chamẹ trẻ làm theo hướng_dẫn từ hệ_thống.Trong trường_hợp hồ_sơ đăng_ký khai_sinh trực_tuyến chưa đầy_đủ hệ_thống sẽ có hướng_dẫn chi_tiết để bổ_sung hoàn_chỉnh thủ_tục này
37,"[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1.]",Tổng_số giấy đăng_ký lưu_hành thuốc hết hạn trong năm 2023 là 3741 thuốc trong đó 2952 thuốc trong nước 789 thuốc nước_ngoài.Được biết tổng_số giấy đăng_ký lưu_hành thuốc hết hạn trong năm 2022 là 10095 thuốc trong đó 6851 thuốc trong nước 3244 thuốc của nước_ngoài.Như_vậy trong 2 lần công_bố Bộ Y_tế đã gia_hạn cho tổng_số 9830 thuốc vaccine sinh phẩm
38,"[1.00197922 1.00197922 1.00197922 1.00197922 1.00197922 1.00197922
 1.00197922 1.00197922 1.00197922 1.00197922 1.00197922 1.00197922
 1.00197922 1.00197922 1.00197922 1.00197922 1.00197922 1.00197922
 1.00197922 1.00197922 1.00197922 1.00197922 1.00197922 0.97971301
 1.00197922 0.97971301 1.00197922 1.00197922 0.95744681 1.00197922
 1.00197922 1.00197922 1.00197922 1.00197922 1.00197922 1.00197922
 1.00197922 1.00197922 1.00197922 1.00197922 1.00197922 1.00197922
 1.00197922 1.00197922 1.00197922]",Tôi đã kiên_trì nuôi_dưỡng các cặp số này trong 6 năm và đến ngày 147 vừa_qua tôi mua rất nhiều vé_số Vietlott loại_hình Power_655 trong có 1 vé bao 7 bao_gồm 7 cặp số và may_mắn vé này có 6 cặp trùng với kết_quả trúng thưởng giải Jackpot 1 là 112529373952.Ví_dụ số 11 là ngày_sinh của vợ số 39 và 52 là các con_số có ý_nghĩa tiền_tài.Đến kỳ quay thưởng 749 anh đã trúng_giải Jackpot 1 trị_giá 205 tỉ đồng.Thông_thường anh chọn một dãy số và mua vé lẻ nhưng khi giải Jackpot lên cao thì anh kết_hợp luôn các con_số để mua vé Bao_7 để tăng cơ_hội trúng thưởng.Anh NH là người đến từ Đà_Nẵng cho biết mình thường_xuyên chơi các sản_phẩm xổ_số của Vietlott
39,"[0.94050917 1.01411423 0.99775755 0.98957921 0.99775755 1.00593589
 0.90779581 1.01411423 1.01411423 1.00593589 0.85872576 1.00593589
 1.00593589 1.01411423 1.01411423 1.00593589 0.99775755 0.99775755
 1.00593589 0.99775755 0.7851207  1.01411423 1.01411423 1.01411423
 1.01411423 1.01411423 1.00593589 0.98957921 1.00593589 1.01411423
 0.98140087 0.98957921 0.98957921 0.98957921 1.01411423 0.98957921
 1.01411423 1.00593589 0.96504419 1.00593589 1.00593589 1.01411423
 1.01411423 1.00593589 1.00593589 1.00593589 0.99775755 0.94868751
 1.01411423 1.01411423 1.01411423 1.01411423 1.01411423 1.00593589
 1.00593589 1.01411423 1.00593589 1.01411423 0.98140087 1.01411423
 1.01411423 0.98140087 0.99775755 1.01411423 0.90779581 1.00593589
 1.00593589 0.99775755 1.01411423 0.99775755 1.01411423 1.01411423
 1.01411423 1.01411423 1.00593589 0.98957921 1.01411423 1.00593589
 1.01411423 0.99775755 0.99775755 1.01411423 1.01411423 1.00593589
 1.01411423 0.98957921 1.01411423 1.00593589 0.99775755 0.99775755
 1.00593589 1.00593589 1.01411423 1.01411423 1.01411423 1.01411423
 1.01411423 1.01411423 1.00593589 0.99775755 1.01411423 0.99775755
 1.00593589 1.00593589 1.01411423 1.01411423 0.99775755 0.99775755
 1.01411423 1.00593589 0.98957921 0.99775755 1.01411423 0.98957921
 0.99775755 1.01411423 1.00593589 1.00593589 1.01411423 1.01411423
 0.98140087 1.00593589 0.99775755 1.01411423]",Dù gặp không ít khó_khăn trong cuộc đối_đầu với Cantho_Catfish thầy_trò HLV Todd_Purves vẫn đang có những bước_tiến chậm_rãi trên mục_tiêu lọt vào vòng Playoffs của mùa giải năm nay.Austin Lý chỉ là một sự thất_vọng và sớm bật bãi khỏi VBA chỉ sau 3 trận.Đây cũng là lúc mà NHM cần đứng về phía đội bóng bởi Danang_Dragons thật_sự đáng_thương hơn đáng trách ở thời_điểm hiện_tại.Anthony January cũng mang đến 1 màn trình_diễn vô_cùng ấn_tượng nếu không muốn nói là hay nhất trong dàn ngoại binh của năm 2019.Horace Nguyễn_đánh_mất thời_kỳ đỉnh_cao và bị quá_tải khi phải kiêm luôn nhiệm_vụ cầm nhịp lối chơi.Với dàn nhân_sự chất_lượng Danang_Dragons được kỳ_vọng sẽ trở_lại vòng Playoffs kể từ năm 2016.Gần nhất trận derby hay còn gọi là trận đấu giữa hai đội bóng cùng thành_phố giữa chủ nhà ThangLong_Warriors và Hanoi_Buffaloes vào tối 127 tại_Nhà thi_đấu quận Tây_Hồ đã thực_sự cho thấy sức hút của VBA vốn được xem là đi trước nhiều giải vô_địch quốc_gia ở nhũng môn đấu khác hiện_nay về cung_cách tổ_chức với đặc_điểm nổi_bật nhất là tính giải_trí cao bên cạnh sự tương_tác liên_tục trên mạng xã_hội cùng sự truyền_thông rộng_rãi trên nhiều nền_tảng.Phía Thang Long_Warriors chia_sẻ thêm nhu_cầu vé của trận đấu này thực_sự đáng mừng nhất là khi trận đấu diễn ra vào ngày thường
